RLOI_ID|Value|Units|lng|lat|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
2063|3.8|mALD|-2.267993|51.888783|A417 at Maisemore close to flooding: TIDAL|Flooding on A417|Flooding on A417 at Maisemore|Road Impact|||Flood Resiliance
2063|4.2|mALD|-2.249103|51.884743|Further houses on Sandhurst Lane|Property flooding Sandhurst Lane|Flooding to properties on Sandhurst Lane|Property Impact|||Flood Resiliance
2063|4.3|mALD|-2.237651|51.883509|4.3–4.4 A38 close to flooding in Longford & Norton. Agricultural defences Minsterworth (2 properties - Riverside Sandhurst Lane), Rea Lane access|Flooding on A38|Flooding on A38 at Longford|Road Impact|||Flood Resiliance
2063|4.5|mALD|-2.26766|51.873803|Network Rail shut rail-line along A40 at Over -Sudmeadow Road Defence|Flooding on rail line|Flooding closes railway line along the A40 at Over - Sudmeadow Road Defence|Rail Impact|||Flood Resiliance
2063|4.7|mALD|-2.208208|51.915134|A38 Tewkesbury Road at Norton|Flooding on A38|Flooding on A38 Tewkesbury Road at Norton|Road Impact|||Flood Resiliance
2065|3.8|mALD|-2.719653|52.372489|3.8-3.9 First properties on Corve Street start to be affected; Unicorn Inn at the bottom and CE Smith’s garage at the top.|Property flooding Corve Street|Flooding to properties on Corve Street|Property Impact|||Flood Resiliance
2067|6.2|mALD|-2.993184|52.735474|Argae starts overtopping in isolated places, starting at Acre Lane|Defence at Acre Lane|Overtopping of defences on Acre Lane|Defence Impact|||Flood Resiliance
2067|6.35|mALD|-2.947641|52.747452|Pentre argae overtops at Buckley Farm|Defence at Buckley Farm|Overtopping of defences at Buckley Farm|Defence Impact|||Flood Resiliance
2069|3.4|mALD|-2.415274|52.53275|Footpath from Bylet to Wellmeadow, footpath by Tackle Shop & Severn Park start to flood|Flooding at Bylet|Flooding of footpath from Bylet to Wellmeadow|Location Impact|||Flood Resiliance
2069|3.4|mALD|-2.415436|52.536694|Footpath from Bylet to Wellmeadow, footpath by Tackle Shop & Severn Park start to flood|Flooding at Severn Park|Flooding of footpath by Tackle Shop & Severn Park|Location Impact|||Flood Resiliance
2069|3.7|mALD|-2.415042|52.533281|Doctors Lane road, Bridgnorth and Severnside South road, Bridgnorth.|Flooding at Severn Side Road|Flooding on Doctors Lane Road and Severnside South Road at Bridgnorth |Road Impact|||Flood Resiliance
2069|4.1|mALD|-2.375633|52.45304|Holiday cottages at Highley start to flood|Properties at Highley|Flooding to properties at Highley|Property Impact|||Flood Resiliance
2069|4.2|mALD|-2.415514|52.535747|First property, Whitbrook Bungalow Bridgnorth & vehicular access to Severn Terrace start to flood|Flooding on Severn Terrace|Flooding to roads on Severn Terrace|Road Impact|||Flood Resiliance
2069|4.45|mALD|-2.415514|52.535747|Water close to door guards on Severn Terrace, Bridgnorth with IPP (1 property)|Property at Severn Terrace|Flooding to properteis on Severn Terrace|Property Impact|||Flood Resiliance
2069|4.8|mALD|-2.317588|52.376632|Sutton Wharf – 1-2 Foundry Cottage lowest property|Property at Foundry Cottage|Flooding to lowest property on Foundry Cottage|Property Impact|||Flood Resiliance
2069|5.9|mALD|-2.417246|52.531109|Kings Loade Estate, Bridgnorth|Property at Kings Loade|Flooding to Kings Loade, Bridgnorth|Property Impact|||Flood Resiliance
2069|4|mALD|-2.415514|52.535747|Quatford caravan park floods, Yard of Mouse & Moon garden centre floods & on road at Severn Terrace|Flooding on Severn Terrace|Flooding to roads on Severn Terrace|Road Impact|||Flood Resiliance
2069|4.5|mALD|-2.416745|52.535061|Riverside, Bridgnorth starts to flood & caravan parks. Upper Arley 1 prop  & 6 props at Highley|Property at Riverside|Flooding to property at Riverside, Bridgnorth|Property Impact|||Flood Resiliance
2069|4.5|mALD|-2.368424|52.445781|Riverside, Bridgnorth starts to flood & caravan parks. Upper Arley 1 prop  & 6 props at Highley|Property at Highley|Flooding to properties at Highley|Property Impact|||Flood Resiliance
2069|4.6|mALD|-2.415514|52.535747|Further properties (up to 5) on Severn Terrace, Bridgnorth|Property at Severn Terrace|Flooding to further properties on Severn Terrace|Property Impact|||Flood Resiliance
2069|4.7|mALD|-2.409422|52.542978|Severn Terrace, Bridgnorth starts to flood. A442 upstream of Bridgnorth. Fort Pendlestone: 13-19 Telford Rd.|Flooding on A442|Flooding on A442 upstream of Bridgnorth|Road Impact|||Flood Resiliance
2069|4.9|mALD|-2.373168|52.476236|Restricted access to Hampton Loade (left bank)|Flooding at Hampton Loade|Flooding at Hampton Load (left bank) creates restricted access|Location Impact|||Flood Resiliance
2069|5.1|mALD|-2.386661|52.436177|B4555 at bottom of Chelmarsh Bank|Flooding on B4555|Flooding on B4555|Road Impact|||Flood Resiliance
2069|5.3|mALD|-2.4171|52.533461|Underhill St. starts to flood|Flooding on Underhill Street|Flooding to Underhill Street commences|Road Impact|||Flood Resiliance
2069|5.4|mALD|-2.414359|52.529473|Wellmeadow Estate, Bridgnorth – Wellmeadow Estate & Mill St. start to flood|Flooding on Wellmeadow|Flooding to Wellmeadow commences|Location Impact|||Flood Resiliance
2071|9.9|mALD|-2.45952|51.692726|Low lying land and road at the Berkeley Arms Inn, Purton|Flooding to roads  |Flooding on roads and low lying land|Property Impact|||Flood Resiliance
2078|6.2|mALD|-2.189413|51.964959|Deerhurst defences overtop|Defence at Deerhurst|Overtopping at Deerhurst defences|Defence Impact|||Flood Resiliance
2234|3.6|mALD|-1.9035|52.122677|Offenham caravan park|Property flooding possible|Flooding to property possible|Property Impact|||Flood Resiliance
2234|3.8|mALD|-1.905827|52.122987|Anchor Meadow Bungalow nr George Billington Lock GR 406461, 247263|Property near George Billington lock|Flooding at property near George Billington lock|Property Impact|||Flood Resiliance
2234|4.5|mALD|-1.885853|52.14672|Isolated properties in Abbotts Salford, Cleeve Prior and Offenham. The B4510. Low lying properties near to George Billington Lock, low lying properties on Anchor Lane & properties near to Harvington Mill.|Property at Abbotts Salford|Flooding to isolated properties in Abbotts Salford|Property Impact|||Flood Resiliance
2234|4.5|mALD|-1.884187|52.144464|Isolated properties in Abbotts Salford, Cleeve Prior and Offenham. The B4510. Low lying properties near to George Billington Lock, low lying properties on Anchor Lane & properties near to Harvington Mill.|Property at Cleeve Prior|Flooding to isolated properties Cleeve Prior|Property Impact|||Flood Resiliance
2234|4.5|mALD|-1.927887|52.110686|Isolated properties in Abbotts Salford, Cleeve Prior and Offenham. The B4510. Low lying properties near to George Billington Lock, low lying properties on Anchor Lane & properties near to Harvington Mill.|Property at Offenham|Flooding to isolated properties in Offenham|Property Impact|||Flood Resiliance
2234|4.5|mALD|-1.901575|52.12323|Isolated properties in Abbotts Salford, Cleeve Prior and Offenham. The B4510. Low lying properties near to George Billington Lock, low lying properties on Anchor Lane & properties near to Harvington Mill.|Flooding on B4510|Flooding on the B4510|Road Impact|||Flood Resiliance
2234|4.5|mALD|-1.906104|52.123303|Isolated properties in Abbotts Salford, Cleeve Prior and Offenham. The B4510. Low lying properties near to George Billington Lock, low lying properties on Anchor Lane & properties near to Harvington Mill.|Property at Anchor Lane|Flooding to low lying properties on Anchor Lane and properties near to Harvington Mill.|Property Impact|||Flood Resiliance
2234|4.5|mALD|-1.905613|52.130001|Isolated properties in Abbotts Salford, Cleeve Prior and Offenham. The B4510. Low lying properties near to George Billington Lock, low lying properties on Anchor Lane & properties near to Harvington Mill.|Property at Harvington Mill|Flooding to properties near to Harvington Mill.|Property Impact|||Flood Resiliance
2081|7.1|mALD|-2.231583|52.147646|Callow End: 6 properties Beauchamp Lane & 4 properties Lower Ferry Lane flooded|Property at Beauchamp Lane|Flooding to properties at Beauchamp Lane, Callow End|Property Impact|||Flood Resiliance
2081|7.1|mALD|-2.236915|52.136828|Callow End: 6 properties Beauchamp Lane & 4 properties Lower Ferry Lane flooded|Property at Lower Ferry Lane|Flooding to properties at Lower Ferry Lane, Callow End|Property Impact|||Flood Resiliance
2081|6|mALD|-2.22366|52.141598|Court Meadow Caravan Park begins to flood and water at base of Powick flood bank|Property flooding possible|Flooding to property possible|Property Impact|||Flood Resiliance
2081|6|mALD|-2.245176|52.163381|Court Meadow Caravan Park begins to flood and water at base of Powick flood bank|Defence at Powick|Water at base of Powick flood bank|Defence Impact|||Flood Resiliance
2081|6.8|mALD|-2.209224|52.097602|Severn Stoke floodbank|Defence at Severn Stoke|Flooding at Severn Stoke floodbank|Defence Impact|||Flood Resiliance
2175|0.76|mALD|-2.150871|51.721316|Up to 6 properties affected in Chalford Bottom|Property at Chalford Bottoms|Flooding to properties at Chalford Bottoms|Property Impact|||Flood Resiliance
2086|3.26|mALD|-2.722632|52.361887|Linney car park in Ludlow floods|Flooding at car park|Flooing at car park in Ludlow|Location Impact|||Flood Resiliance
2092|5.95|mALD|-2.23154|52.193695|Top of Hylton Road demountable defence (lowest part of scheme with 8 x 150mm slats) ~50 properties in FW area|Defence at Hylton Road|Water to top of Hylton Road defences. Flooding to properties in area|Defence Impact|||Flood Resiliance
2092|4.4|mALD|-2.23154|52.193695|Patrol commences along Hylton Road|Patrol commences Hylton Road|Patrol commences along Hylton Road|Road Impact|||Flood Resiliance
2092|4.5|mALD|-2.23154|52.193695|Highways monitor surface water along Hylton Road|Flooding on Hylton Road|Flooding on Hylton Road from surface water|Road Impact|||Flood Resiliance
2092|4.7|mALD|-2.237463|52.203396|Flooding starts upstream end of Pitchcroft|Flooding at The Pitchcroft|Flooding at upstream end of The Pitchcroft|Location Impact|||Flood Resiliance
2092|4.75|mALD|-2.232764|52.205046|Waterworks Road properties & Pitchcroft Lane|Property at Pitchcroft Lane|Flooiding to properties on Pitchcroft Lane|Property Impact|||Flood Resiliance
2092|4.75|mALD|-2.233064|52.206578|Waterworks Road properties & Pitchcroft Lane|Property at Waterworks Road|Flooiding to properties on Waterwork Road|Property Impact|||Flood Resiliance
2092|5.4|mALD|-2.227456|52.195727|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on Severn Terrace|Flooding to Severn Terrace|Road Impact|||Flood Resiliance
2092|5.4|mALD|-2.229867|52.201726|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on Stephenson Road|Flooding to Stephenson Road|Road Impact|||Flood Resiliance
2092|5.4|mALD|-2.231889|52.204839|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on Lyttleton Street|Flooding to Lyttleton Street|Road Impact|||Flood Resiliance
2092|5.4|mALD|-2.226091|52.19159|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on North Parade|Flooding to North Parade|Road Impact|||Flood Resiliance
2092|5|mALD|-2.226925|52.192039|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on Newport Street|Flooding on Newport Street through drains|Road Impact|||Flood Resiliance
2092|5|mALD|-2.234033|52.210898|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on Park View Terrace|Flooding on Park View Terrace|Road Impact|||Flood Resiliance
2092|5|mALD|-2.226074|52.193297|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on The Butts|Flooding on The Butts and King Stephen’s Mount|Road Impact|||Flood Resiliance
2092|5|mALD|-2.239957|52.202418|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on King Stephen's Mount|Flooding on King Stephen’s Mount|Road Impact|||Flood Resiliance
2092|5|mALD|-2.243683|52.234306|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Property at Camp Lane|Flooding on properties on Camp Lane, Bevere|Property Impact|||Flood Resiliance
2092|5|mALD|-2.226594|52.243776|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Property at Hawford Wood|Flooing to low property and outbuildings at Hawford Wood|Property Impact|||Flood Resiliance
2092|5.25|mALD|-2.227769|52.192908|Croft Road starts to flood|Flooding at Croft Road|Flooding on Croft Road commences|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.229397|52.191269|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooding on A44|Flooding on A44 New Road|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.227744|52.192848|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooding on A449|Flooing on A449 North Quay|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.227487|52.191138|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooding on Hylton Road|Flooding on Hylton Road Gyratory|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.231187|52.190393|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooing on Tybridge Street|Flooding on Tybridge St from sewer surcharge|Road Impact|||Flood Resiliance
2178|5.68|mALD|-2.417513|52.288756|Stanford Brdge Caravan Park flooded up to caravan wheels|Property at Stanford Bridge|Flooding to property at Stanford Bridge|Property Impact|||Flood Resiliance
2174|2.63|mALD|-2.100314|51.912755|Princess Elizabeth Way starts to flood from overtopping of local access bridges|Flooding on Princess Elizabeth Way|Flooding on PrInces Elizabeth Way from overtopping of local access bridges|Road Impact|||Flood Resiliance
2174|2.7|mALD|-2.101607|51.913408|Kierle Wall starts to overtop & 39 Frank Brookes Road starts to flood|Flooding on Frank Brookes Road|Flooding to property on Frank Brookes Road|Property Impact|||Flood Resiliance
2169|1.6|mALD|-2.373906|52.664886|Properties affected on Church Street, possibly also the corner of Beech Drive.|Property on Church Street|Flooding to properties on Church Street, possibly corner of Beech Drive|Property Impact|||Flood Resiliance
4027|1.2|mALD|-2.956918|52.043022|Out of bank upstream of Peterchurch|Flooding at Peterchurch|Flooding upstream of Peterchurch|Location Impact|||Flood Resiliance
2167|3.7|mALD|-2.252709|51.892446|FALLING: Low lying property on Base Lane, Sandhurst  should be clear from flooding|Property on Base Lane|Flooding to low lying properties on Base Lane|Property Impact|||Flood Resiliance
2167|3.98|mALD|-1.506263|51.632149|A417 Over to Maisemore affected: FLUVIAL & TIDAL|Flooding on A417|Flooding on A417 Over to Maisemore|Road Impact|||Flood Resiliance
2167|4|mALD|-2.252709|51.892446|RISING: Low lying property on Base Lane, Sandhurst. Flood banks upstream of gauge overtop|Property on Base Lane|Flooding to low lying property on Base Lane, Sandhurst|Property Impact|||Flood Resiliance
1154|17.3|mAOD|0.246625|50.888484|Water out of bank and into fields close to top of bridge|Flooding at bridge|Flooding into field and close to bridge at Hellingly|Location Impact|||Flood Resiliance
2080|3.2|mALD|-1.405115|52.255634|Flooding behind defences|Defence at Southam|Flooding behind flood defences at Southam|Defence Impact|2007|July|Flood Resiliance
9057|3.15|mALD|-1.13203|52.388006|Clay Coton defences overtopped. FIDO to oragnise monitoring & verify level|Defence at Clay Coton|Overtopping of Clay Coton flood defences possible|Defence Impact|||Flood Resiliance
2117|2|mALD|-1.884506|53.051472|INFO A523 DEEP FLOODING|Flooding on A523|Flooding on A523 at Waterhouses|Road Impact|||Flood Resiliance
2123|3|mALD|-2.105958|52.722493|Major Flooding in Penkridge & Stafford. Defences overtopped in Penkridge.|Flooding at Penkridge|Flooding at Penkridge|Location Impact|2007|June|Flood Resiliance
2123|3|mALD|-2.105237|52.797631|Major Flooding in Penkridge & Stafford. Defences overtopped in Penkridge.|Flooding at Stafford|Flooding at Stafford|Location Impact|2007|June|Flood Resiliance
2127|2.35|mALD|-2.028102|53.065955|River Will overtop into canal|Defence at Basford Bridge|Overtopping from River Will into canal|Defence Impact|||Flood Resiliance
2149|2.48|mALD|-1.989445|52.9544|INFO DEFENCES POSSIBLE OVERTOPPING|Defence at Tean|Overtopping of flood defences possible at Tean|Defence Impact|||Flood Resiliance
3091|1|mALD|-3.576739|51.204042|Bankfull conditions. Risk of flooding to temporary campsite upstream of Horner village.|Defence at Luscombe|Bankfull at Luscombe|Defence|||Flood Resiliance
3091|1.4|mALD|-3.578971|51.199699|Horner to West Luccombe road floods|Flooding on road to West Luscombe|Flooding on road from Horner to West Luscombe|Road Impact|||Flood Resiliance
3082|1.43|mALD|-3.138111|51.017222|Hook Bridge Spillway may run, dependant on tide.|Defence at Bishops Hull|Defence at Bishops Hull|Defence|||Flood Resiliance
3082|3|mALD|-3.107428|51.015893|Risk of significant flooding of Taunton due to overtopping of defences.|Defence at Taunton|Overtopping of flood defences at Taunton|Defence|||Flood Resiliance
3082|3|mALD|-3.107428|51.015893||Flooding at Taunton|Flooding at Taunton|Location Impact|||
3082|2.8|mALD|-3.107428|51.015893|Taunton defences may overtop|Flooding at Taunton|Overtopping of flood defences at Taunton|Defence|||Flood Resiliance
3079|2.4|mALD|-2.682056|51.005104|Bankfull at Ilchester|Defence at Ilchester|Bankfull at Ilchester|Defence|||Flood Resiliance
3079|2.7|mALD|-2.682056|51.005104|Risk of flooding at Hainbury Mill, Ilchester|Property at Ilchester|Property flooding Ilchester|Property Impact|||Flood Resiliance
3078|1.2|mALD|-2.560206|51.025676|Bankfull at Queen Camel and West Camel, Sparkford to Weston Bampfylde road floods at Mill Farm|Flooding to roads at Sparkford|Flooding on road from Sparkford to Weston Bampfylde at Mill Farm|Road Impact|||Flood Resiliance
3078|1.2|mALD|-2.583011|51.022115|Bankfull at Queen Camel and West Camel, Sparkford to Weston Bampfylde road floods at Mill Farm|Defence at Queens Camel|Bankfull at Queens Camel|Defence|||
3076|1.8|mALD|-2.941092|50.920449|Risk of flooding of road at Donyatt in Church Street|Flooding to roads at Donyatt|Flooding of road at Donyatt in Church|Road Impact|||Flood Resiliance
3076|2.35|mALD|-2.859866|50.994252|B3168 at Hambridge floods|Flooding to B3168|Flooding of B3168 at Hambridge|Road Impact|||Flood Resiliance
3076|2.67|mALD|-2.940779|50.92161|Properties in Donyatt will flood|Property flooding Donyatt|Flooding to properties at Donyatt|Property Impact|||Flood Resiliance
3076|2.7|mALD|-2.855758|50.987614|Properties in Hambridge flood, bankfull at Horlicks Dairies, risk of flooding to caravan park and properties in Station Rd, Ilminster. Bankfull at Isle Brewers ring bank.|Property flooding Hambridge|Flooding to properties at Hambridge|Property Impact|||Flood Resiliance
3076|2.7|mALD|-2.931914|50.932592|Properties in Hambridge flood, bankfull at Horlicks Dairies, risk of flooding to caravan park and properties in Station Rd, Ilminster. Bankfull at Isle Brewers ring bank.|Property flooding Ilminster|Flooding risk to caravan park and properties in Station Road, Ilminster|Property Impact|||Flood Resiliance
3075|2|mALD|-2.769035|50.938967|Norton sub Hambdon to Stratton road floods. Road at Carey Bridge (Parrett Works) floods.|Flooding to roads at Hambdon|Flooding to road from Hambdon to Stratton|Road Impact|||Flood Resiliance
3075|2|mALD|-2.790878|50.964726|Norton sub Hambdon to Stratton road floods. Road at Carey Bridge (Parrett Works) floods.|Flooding to road at Carey Bridge|Flooding on road at Carey Bridge (Parrett Works)|Road Impact|||Flood Resiliance
3075|2.16|mALD|-2.834985|50.853257|B3165 at Chiselborough GS floods|Flooding on B3165|Flooding on B3165 at Chiselborough|Road Impact|||Flood Resiliance
3074|3.9|mALD|-2.613723|50.943503|Mole Valley Farmers outbuildings will flood, Sherborne Rd, Yeovil|Flooding on Sherborne Road|Flooding to outbuildings at Sherborne Rd, Yeovil|Property Impact|||Flood Resiliance
3074|3.97|mALD|-2.612773|50.942916|Chudleighs Mill and house adjacent to Mole Valley Farmers will flood|Property flooding Chudleighs Mill|Flooding to Chudleighs Mill and property near Mole Valley Farms|Property Impact|||Flood Resiliance
3074|4|mALD|-2.682313|51.004442|Water reaches bottom of Ilchester ring banks. Hainbury Mill will flood with continued rise (4.15m)|Property flooding Ilchester|Flooding to property at Ilchester|Property Impact|||Flood Resiliance
3074|4.08|mALD|-2.681005|51.003146||Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>|Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>|Historic|2008|December|Flood Resiliance
3074|4.2|mALD|-2.612773|50.942916|Chudleighs Mill Higher House and Mole Valley Farmers main building floods and bankfull at Mudford|Property flooding Chudleighs Mill|Flooding to Chudleighs Mill higher house|Property Impact|||Flood Resiliance
3074|4.2|mALD|-2.612773|50.942916|Chudleighs Mill Higher House and Mole Valley Farmers main building floods and bankfull at Mudford|Property flooding Mole Valley|Flooding to Mole Valley Farm main building|Property Impact|||Flood Resiliance
3074|4.3|mALD|-2.649607|51.002091|Yeovilton to Limington Road floods|Flooding on road at Yeovilton|Flooding on road from Yeovilton to Limington|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.680743|50.996696|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on A37 south|Flooding on A37 south|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.691793|51.003934|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on A303|Flooding to A303 south west Ilchester|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.678473|51.00004|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on Limington Road|Flooding on Limington Road to Ilchester|Road Impact|||Flood Resiliance
3072|12.8|mAOD|-2.794887|50.97344|Overtopping of banks downstream of Gawbridge|Defence at Gawbridge|Overtopping of banks downstream of Gawbridge|Defence|||Flood Resiliance
3070|59.2|mAOD|-2.49649|50.947611|Lake full, spillway runs|Defence at Sherborne Lake|Flooding risk as lake is full, spillway runs|Defence|||Flood Resiliance
3070|59.63|mAOD|-2.512564|50.944793|Bankfull conditions through Sherborne, risk of flooding South St, Ludborne Rd and Sherborne STW|Flooding at South Street|Flooding risk at South St, Sherborne|Road Impact|||Flood Resiliance
3070|59.63|mAOD|-2.511609|50.945854||Flooding at Ludborne Road|Flooding risk at Ludborne Road, Sherborne|Road Impact|||Flood Resiliance
3063|1.2|mALD|-2.565888|50.874075|Deep Ford Lane, Chetnole will become impassable if water continues to rise|Flooding at Deep Ford Lane|Flooding at Deep Ford Lane|Road Impact|||Flood Resiliance
3063|1.6|mALD|-2.565888|50.874075|Deep Ford Lane, Chetnole impassable|Flooding at Deep Ford Lane|Flooding at Deep Ford Lane, lane is impassible|Road Impact|||Flood Resiliance
3063|2|mALD|-2.574653|50.894239|Bankfull at Yetminster flood defences|Defence at Yetminster|Water at top of Yetminster flood defences|Defence|||Flood Resiliance
3058|1.5|mALD|-2.773107|51.17114|Risk of flooding to Rice Cottage, between Glastonbury and Meare|Flooding at Meare|Flooding risk to property between Glastonbury and Meare|Property Impact|||Flood Resiliance
3058|1.1|mALD|-2.688261|51.127868|Right bank overtops in to Kennard Moor|Defence at Kennard Moor|Overtopping of right bank into Kennard Moor|Defence|||Flood Resiliance
3050|2|mALD|-2.376497|51.206802|Further risk of flooding to property at Nunney, Vobster, near Frome, Great Elm and Egford|Property flooding Nunney|Flooding risk to property at Nunney|Property Impact|||Flood Resiliance
3050|2|mALD|-2.424501|51.241056||Property flooding Vobster|Flooding risk to property Vobster (near Frome)|Property Impact|||Flood Resiliance
3050|2|mALD|-2.362067|51.240923||Property flooding Great Elm|Flooding risk to property at Great Elm|Property Impact|||Flood Resiliance
3050|2|mALD|-2.348921|51.234252||Property floding Egford|Flooding risk to property at Egford|Property Impact|||Flood Resiliance
3049|2.8|mALD|-2.303976|51.338456|Flooding of access road to Peradins, Freshford|Flooding at Freshford|Flooding to access road at Peradins, Freshford|Road Impact|||Flood Resiliance
3047|2.5|mALD|-2.208575|51.317936|Properties flooded at Cradle Bridge, Trowbridge|Property flooding Trowbridge|Flooding to properties at Cradle Bridge, Trowbridge|Property Impact|||Flood Resiliance
3045|2|mALD|-2.325446|51.357457|Monkton Combe School playing fields adjacent to B3108 inundated|Property flooding Monkton Coombe|Flooding to Monkton Combe School playing fields adjacent to B3108|Property Impact|||Flood Resiliance
3041|3.9|mALD|-2.354922|51.381444|Bath Sports and Leisure Centre grounds flood|Property flooding Bath|Flooding to Bath sports and leisure centre grounds|Property Impact|2008|December|Flood Resiliance
3041|1.7|mALD|-2.572086|51.444224|Combined with 8.5m at Avonmouth, risk of flooding St Philips Marsh, Bristol|Flooding at St Philips Marsh|Flooding risk at St Philips Marsh, Bristol|Location Impact|||Flood Resiliance
3041|2.3|mALD|-2.509018|51.428905|Inundation The Chequers car park, Hanham Mills|Flooding at Hanham Mill|Flooding at The Chequers car park, Hanham Mill|Location Impact|||Flood Resiliance
3041|2.8|mALD|-2.404594|51.388716|Bath Marina floods|Flooding at Bath marina|Flooding at Bath marina|Location Impact|||Flood Resiliance
3036|2.5|mALD|-2.495131|51.512656|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Property flooding at The Dingle|Flooding to properties at The Dingle|Property Impact|||Flood Resiliance
3036|2.5|mALD|-2.494991|51.513025|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Flooding at Damson's Bridge|Flooding at Damson's Bridge|Location Impact|||Flood Resiliance
3036|2.5|mALD|-2.512883|51.513602|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Flooding at Quarry Barton|Flooding at Quarry Barton|Location Impact|||Flood Resiliance
3021|2.05|mALD|-2.43004|51.453653|Flooding expected at properties on the left bank upstream of A240 bridge|Property flooding A240|Flooding risk to properties on the left bank upstream of A240 bridge|Property Impact|||Flood Resiliance
3009|2.1|mALD|-2.383852|51.53977|First out of bank flows expected at St Johns Way|Flooding on St Johns Way|Flooding risk at St Johns Way|Road Impact|||Flood Resiliance
7016|1.41|mALD|-1.930816|51.674227|The Downings, Church Lane flooded|Property flooding Church Lane|Flooding to property on Church Lane, South Cerney|Property Impact|2014|February|Flood Resiliance
7016|1.44|mALD|-1.930001|51.674132|Glebe Cottage, South Cerney flooded|Property flooding South Cerney|Flooding to property at South Cerney|Property Impact|2014|January|Flood Resiliance
7024|4.49|mALD|-1.749022|51.663874|Large static caravan residential park surrounded by water and cut off (up to 130) and 3 properties flooded|Property flooding caravan park|Flooding at caravan residential park|Property Impact|2007|July|Flood Resiliance
7024|4.49|mALD|-1.749022|51.663874|Large static caravan residential park surrounded by water and cut off (up to 130) and 3 properties flooded|Property flooding Hannington|Flooding to properties at Hannington|Property Impact|2007|July|Flood Resiliance
7123|0.8|mALD|-1.526532|51.507036|1 property flooded (uncertain)|Property flooding Lambourn|Flooding to property at Lambourn|Property Impact|2000|October|Flood Resiliance
7152|0.79|mALD|-0.900289|51.429308|Country Garden Centre|Property flooding Earley|Flooding at Country garden centre at Earley|Property Specific|2011|January|Flood Resiliance
7152|0.84|mALD|-0.900289|51.429308|Country Garden Centre|Property flooding Earley|Flooding at Country garden centre at Earley|Property Specific|2012|November|Flood Resiliance
7170|5.72|mALD|-0.580788|51.484676|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Priory Way|Flooding to properties on Priory Way, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.582241|51.472067|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Southlea Road|Flooding to properties on Southlea Road, Slough|Property Impact|2014|February|Flood Resiliance
