RLOI_ID|Value|Units|Location (Longtitude| Latitude)|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
3229|3.58|mALD|-3.001895|50.783161|Axminster - flood defences overtopped 12 properties flooded. (67 properties affected from ordinary watercourse)|Property at Axminster|Flooding to properties in Axminster|Property Impact|2012|July|Flood Resiliance
3227|3.84|mALD|-2.93536|50.83873|Severe flooding of property at Mostertion, Clapton, Chard Junction, Coaxden, Weycroft and Axminster|Property at Chard Junction|Flooding to properties at Chard Junction|Property Impact|2000|December|Flood Resiliance
3227|3.84|mALD|-2.974511|50.80152|Severe flooding of property at Mostertion, Clapton, Chard Junction, Coaxden, Weycroft and Axminster|Property flooding Coaxden|Flooding to properties at Coaxden|Property Impact|2000|December|Flood Resiliance
3227|3.84|mALD|-2.98463|50.795818|Severe flooding of property at Mostertion, Clapton, Chard Junction, Coaxden, Weycroft and Axminster|Property flooding Weycroft|Flooding to properties at Weycroft|Property Impact|2000|December|Flood Resiliance
3350|3|mALD|-3.001895|50.783161|20 flooded properties with flood depths over 1m (Axminster - 67 properties affected from ordinary watercourse)|Property at Axminster|"Serious widespread property flooding in Axminster
Flood depths over 1m reported"|Property Impact|2012|July|Flood Resiliance
3216|2.75|mALD|-3.714194|50.460622|Past event: Workshops and Industrial Units flooded at Staverton Bridge.|Property at Staverton Bridge|Flooding of workshops and industrial units at Staverton Bridge|Property Impact|1994|December|Flood Resiliance
3216|3.289|mALD|-3.768358|50.481924|Past event: Butterfly Farm and Otter Sanctuary flooded internally.|Property flooding Buckfastleigh|Flooding to property at Buckfastleigh|Property Impact|2013|December|Flood Resiliance
3216|3.73|mALD|-3.714579|50.460885|Past event: 6 properties flooded in Staverton.|Property flooding Steverton|Flooding to properties in Staverton|Property Impact|2012|December|Flood Resiliance
3216|3.45|mALD|-3.765879|50.48109|Dart Mills Industrial Units expected to flood.|Property flooding Dart Mills|Flooding to industrial units at Dart MIlls|Property Impact|||Flood Resiliance
3210|1.883|mALD|-3.702548|50.3918|Past event: property flooding at Crowdy Mill.|Property flooding Crowdy Mill|Flooding to properties at Crowdy MIll|Property Impact|2012|October|Flood Resiliance
3210|1.912|mALD|-3.702548|50.3918|Past event: property flooding at Crowdy Mill.|Property flooding Crowdy Mill|Flooding to properties at Crowdy MIll|Property Impact|2012|December|Flood Resiliance
3210|2.006|mALD|-3.702548|50.3918|Past event: property flooding at Crowdy Mill.|Property flooding Crowdy Mill|Flooding to properties at Crowdy MIll|Property Impact|2012|November|Flood Resiliance
3210|2.07|mALD|-3.702548|50.3918|Past event: property flooding at Crowdy Mill.|Property flooding Crowdy Mill|Flooding to properties at Crowdy MIll|Property Impact|2012|July|Flood Resiliance
3209|2.059|mALD|-3.649886|50.527994|Past event: Holbeam Dam overtopped - no property flooding. Campers moved from vulnerable pitches.|Defence at Holbeam Dam|"Holbeam Dam overtopped
"|Defence Impact|2013|December|Flood Resiliance
3208|2.36|mALD|-3.912286|50.362953|Past event: property flooding at Thornham (u/s of Ermington).|Property at Thornham|Flooding to properties at Thornham, upstream from Ermington|Property Impact|2012|July|Flood Resiliance
3207|1.95|mALD|-3.675785|50.591628|overtopped the defences causing the Devon Guild of Craftsmen to flood.|Defence at Bovey|"Flood defences overtopped at Bovey

"|Defence Impact|2014|January|Flood Resiliance
3207|1.95|mALD|-3.675785|50.591628|overtopped the defences causing the Devon Guild of Craftsmen to flood.|Property flooding at Bovey|Flooding to property at Bovey|Property Impact|2014|January|Flood Resiliance
3207|2.07|mALD|-3.675785|50.591628|overtopped the defences causing the Devon Guild of Craftsmen to flood. 2 properties from minor watercorse|Defence at Bovey|"Flood defences overtopped at Bovey

"|Defence Impact|2013|December|Flood Resiliance
3207|2.34|mALD|-3.675785|50.591628|2x Commercial, 1x Residential flooded from the River Bovey.  2x Commerical and 7x Residential flooded the minor watercourse|Property flooding at Bovey|Flooding to riverside properties|Property Impact|2012|November|Flood Resiliance
9009|2.522|mALD|-3.602504|50.533801|Past event: no property flooding. Wharf Road defences approx. 500mm from overtopping.|Defence at Wharf Road|"Wharf Road flood defences 500mm from overtopping
"|Defence Impact|2013|December|Flood Resiliance
3360|1.493|mALD|-3.702548|50.3918|Past event: property flooding recorded at Crowdy Mill.|Property flooding Crowdy Mill|Flooding to property at Crowdy Mill|Property Impact|2012|October|Flood Resiliance
3360|1.678|mALD|-3.702548|50.3918|Past event: property flooding recorded at Crowdy Mill. Property close to flooding in Woodlands Rd.|Property flooding Crowdy Mill|Flooding to property at Crowdy Mill|Property Impact|2012|November|Flood Resiliance
3360|1.744|mALD|-3.702548|50.3918|Past event: property flooding at Crowdy Mill and Woodlands Rd in Harbertonford.|Property flooding Crowdy Mill|"Flooding to property at Crowdy Mill, near Harbertonford
"|Property Impact|2012|July|Flood Resiliance
3360|1.744|mALD|-3.712327|50.392884|Past event: property flooding at Crowdy Mill and Woodlands Rd in Harbertonford.|Property flooding Harbertonford|Flooding to property in Woodlands Road, Harbertonford|Property Impact|2012|July|Flood Resiliance
3203|4.193|mALD|-4.325203|50.639887|Newmoor Farm 25mm from flooding|Property flooding Polson Bridge|Flooding to properties at Polson Bridge possible|Property Impact|2012|December|Flood Resiliance
3203|5.294|mALD|-4.325203|50.639887|Newmoor Farm and St Leonards House flooded.|Property flooding Polson Bridge|"Flooding to property at Polson Bridge
"|Property Impact|2000|October|Flood Resiliance
3203|5.294|mALD|-4.325203|50.639887||Property flooding Polson Bridge|"Flooding to property at Polson Bridge
"|Property Impact|||
3203|5.351|mALD|-4.325203|50.639887|3 properties flooded in Polson and St Leonards area.|Property flooding Polson Bridge|Flooding to riverside properties in Polson and St Leonards|Property Impact|1999|December|Flood Resiliance
3202|2.3|mALD|-4.279097|50.642813|Field flooding at Sydenham Bridge|Flooding at Sydenham Bridge|Flooding to fields at Sydenham Bridge|Location Impact|2008|January|Flood Resiliance
3202|3.392|mALD|-4.275246|50.641502|Leat Cottage flooded to 50mm depth. Mill House did not flood|Property flooding Leat Road|Flooding to property on Leat Road|Property Impact|2013|December|Flood Resiliance
3202|3.941|mALD|-4.269259|50.643693|Leat Cottage and Mill House flooded. Ambrosia Factory close to flooding.|Property flooding Station Road|Flooding to property on Station Road|Property Impact|2006|November|Flood Resiliance
3202|3.95|mALD|-4.269259|50.643693|Leat Cottage and Mill House flooded.|Property flooding Leat Road|Flooding to property|Property Impact|2000|October|Flood Resiliance
3202|3.5|mALD|-4.269259|50.643693|Flooding of the Ambrosia Factory expected to commence. Ambrosia deploy demountable defences|Defence at Ambrosia Creamery|Flood defences erected at Ambrosia Creamery|Defence Impact|||Flood Resiliance
3201|3.003|mALD|-4.192864|50.506293|Morwellham Quay Centre flooded.|Property at Morewellham Quay|Flooding to property at Morwellham Quay|Property Impact|2014|January|Flood Resiliance
3201|3.07|mALD|-4.192864|50.506293|Morwellham Quay Centre flooded.|Property at Morewellham Quay|Flooding to property at Morwellham Quay|Property Impact|2012|December|Flood Resiliance
3201|3.423|mALD|-4.192864|50.506293|Flooding confirmed at Morwellham. Internal flooding to buildings at:Morwellham Quay Centre|Property at Morewellham Quay|Flooding to property at Morwellham Quay|Property Impact|2012|November|Flood Resiliance
3201|3.459|mALD|-4.192864|50.506293|Morwellham Quay Centre flooded to a depth of approx. 1 m.|Flooding at Morewellham Quay|Flooding of 1.0m at Morwellham Quay|Location Impact|2012|December|Flood Resiliance
3201|3.585|mALD|-4.192864|50.506293|7th largest flood since 1956. Property flooding at Lock Cottage, Mowellham Quay Centre.|Flooding at Morewellham Quay|Flooding at Morwellham Quay|Location Impact|2012|December|Flood Resiliance
3201|3.983|mALD|-4.212021|50.52432|3rd largest flood on record. Multiple properties in Gunnislake flooded.|Property at Gunnislake|Flooding to properties in Gunnislake|Property Impact|2000|October|Flood Resiliance
3201|4.042|mALD|-4.212021|50.52432|2nd largest flood on record. Gunnislake:Multiple property flooded. Significant depth at Morwellham.|Property at Gunnislake|Flooding to properties in Gunnislake|Property Impact|1999|December|Flood Resiliance
3201|4.47|mALD|4.202765|50.496216|Largest flood since 1956. Properties at Gunnislake flooded. 4 properties flooded in Calstock.|Property at Calstock|Flooding to properties in Calstock|Property Impact|1979|December|Flood Resiliance
3196|3.49|mALD|-4.148819|50.490832|2nd highest event 1975.. 3 properties close to flooding.|Property flooding Denham|Flooding to properties in Denham|Property Impact|2016|February|Flood Resiliance
3195|3.657|mALD|-4.192864|50.506293|Morwellham Quay Centre flooded.|Property at Morewellham Quay|Flooding to property at Morwellham|Property Impact|2014|January|Flood Resiliance
3195|3.933|mALD|-4.192864|50.506293|Morwellham Quay Centre flooded.|Flooding at Morewellham Quay|Flooding at Morwellham Quay|Location Impact|2012|December|Flood Resiliance
3195|4.374|mALD|-4.192864|50.506293|Morwellham Quay Centre flooded to a depth of 1 m.|Flooding at Morewellham Quay|Flooding of 1.0m at Morwellham Quay |Location Impact|2012|November|Flood Resiliance
3195|4.409|mALD|-4.192864|50.506293|Flooding confirmed at Morwellham|Flooding at Morewellham|Flooding at Morwellham|Location Impact|2002|December|Flood Resiliance
3195|4.59|mALD|-4.192864|50.506293|7th largest flood since 1956. Property flooding at Lock Cottage, Mowellham Quay Centre.|Property at Morewellham Quay|Flooding at Morwellham Quay|Property Impact|2012|December|Flood Resiliance
3195|5.06|mALD|-4.212021|50.52432|Multiple properties in Gunnislake recorded as flooding. Significant depth recorded at Morwellham.|Property at Gunnislake|"Flooding to properties in Gunnislake
"|Property Impact|1999|December|Flood Resiliance
3195|5.06|mALD|-4.192864|50.506293|Multiple properties in Gunnislake recorded as flooding. Significant depth recorded at Morwellham.|Flooding at Morewellham|Flooding at Morwellham|Location Impact|1999|December|Flood Resiliance
3195|5.25|mALD|-4.212021|50.52432|Multiple properties in Gunnislake flooded|Property at Gunnislake|Flooding to properties in Gunnislake|Property Impact|2000|October|Flood Resiliance
3193|2.14|mALD|-3.980205|50.350336|1 property flooded at Yealm Bridge.|Property at Yealmbridge|Flooding to property at Yealmbridge|Property Impact|2012|November|Flood Resiliance
3193|2.32|mALD|-3.980205|50.350336|Largest event since 1966. 25 properties within Yealm Bridge and Yealmpton flooded.|Property at Yealmbridge|Flooding to properties at Yealmbridge|Property Impact|2012|July|Flood Resiliance
3193|2.32|mALD|-3.999649|50.347415|Largest event since 1966. 25 properties within Yealm Bridge and Yealmpton flooded.|Property at Yealmpton|Flooding to properties at Yealmpton|Property Impact|2012|July|Flood Resiliance
3193|1.86|mALD|-3.999649|50.347415|Yealmpton STW begins to flood.|Flooding at Yealmpton|Flooding at Yealmpton sewage treatment works|Location Impact|||Flood Resiliance
3192|1.774|mALD|-4.36617|50.641657|West Bridge Road Drains surcharged. St Leonards House-Groundwater.  - More info|Flooding at West Bridge Road|Drains surcharged in West Bridge Road, Launceston|Road Impact|2013|December|Flood Resiliance
3192|1.782|mALD|-4.36617|50.641657|1 property in West Bridge Road affected by drain surcharging.|Flooding at West Bridge Road|Drains surcharged in West Bridge Road, Launceston|Road Impact|2013|December|Flood Resiliance
3192|2.126|mALD|-4.399585|50.648677|Several properties flooded.  - More info|Property flooding Truscott|Flooding to properties at Truscott|Property Impact|2010|November|Flood Resiliance
3191|1.955|mALD|-4.360271|50.656889|Garden flooded to Lynda Cottage narrowly missing the house.|Property flooding Werrington|Flooding to property in Werrington|Property Impact|2007|August|Flood Resiliance
3191|2.6|mALD|-4.38097|50.66251|Extensive field flooding and affecting property and highways at Yeolmbridge.|Property at Yeolbridge|Flooding to fields, property and roads in Yeolmbridge|Property Impact|||Flood Resiliance
3191|3.075|mALD|-4.360271|50.656889|Road and property flooded.|Property flooding Werrington|Flooding to property and roads in Werrington|Property Impact|1993|June|Flood Resiliance
3191|3.1|mALD|-4.360271|50.656889|1 property (River Cottage) flooded.|Property flooding Werrington|Flooding to property in Werrington|Property Impact|1999|December|Flood Resiliance
3191|3.234|mALD|-4.360271|50.656889|Road and property on left hand bank flooded .|Property flooding Werrington|Flooding to riverside property and roads in Werrington|Property Impact|1979|December|Flood Resiliance
3336|2.696|mALD|-4.44975|50.79959|Past Event Peak. Significant surface water flooding. No property affected. Defences not overtopped|Flooding at Bridgerule|Surface water flooding at Bridgerule|Road Impact|2012|July|Flood Resiliance
3336|2.749|mALD|-4.449806|50.800134|Bridgerule Church close to flooding. Defences not overtopped|Property at Bridgerule|Flooding to property at Bridgerule|Property Impact|2008|July|Flood Resiliance
3336|3|mALD|-4.449806|50.800134|Bridgerule Church close to flooding. Defences not overtopped|Property at Bridgerule|Flooding to property at Bridgerule|Property Impact|2004|January|Flood Resiliance
3336|3.1|mALD|-4.449806|50.800134|Largest event since 1998. Bridgerule: Properties flooded - Rose Cottage, Tamar Stores, Tamar House|Property at Bridgerule|Flooding to properties in Bridgerule|Property Impact|2003|December|Flood Resiliance
3188|2.59|mALD|-3.980205|50.350336|Largest event on record. 25 properties at Yealm Bridge flooded. 4 properties at Lee Mill flooded.|Property at Yealmbridge|Flooding to properties in Yealmbridge|Property Impact|2012|July|Flood Resiliance
3187|1.909|mALD|-4.449806|50.800134|Bridgerule Church close to flooding. Defences not overtopped|Property at Bridgerule|Flooding to property at Bridgerule|Property Impact|2004|January|Flood Resiliance
3187|2.017|mALD|-4.44975|50.79959|Past Event Peak. Significant surface water flooding. No property affected. Defences not overtopped|Flooding at Bridgerule|Surface water flooding Bridgerule|Road Impact|2012|July|Flood Resiliance
3187|2.022|mALD|-4.449806|50.800134|2x outbuildings in Bridgerule recorded as flooding. Bridgerule defences not overtopped.|Property at Bridgerule|Flooding to properties in Bridgerule|Property Impact|2003|December|Flood Resiliance
3187|2.216|mALD|-4.449806|50.800134|Bridgerule Church close to flooding. Bridgerule defences not overtopped|Property at Bridgerule|Flooding to property at Bridgerule|Property Impact|2008|July|Flood Resiliance
3187|2.425|mALD|-4.449806|50.800134|Bridgerule: 3x property flooded-Bridgerule Rose Cottage,Tamar Stores,Tamar House.|Property at Bridgerule|Flooding to properties in Bridgerule|Property Impact|1999|December|Flood Resiliance
